,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,first_three_cols
1219,"Goodwill message by Seyi Makinde, the Executive Governor of Oyo State, at the commemoration and send-off of the Director General of the International Institute of Tropical Agriculture (IITA), Dr Nteranya Sanginga, on Friday, November 25, 2022..txt",dr,oyo,sanginga,iita,would,people,things,thank,took,great,dr oyo  sanginga
1218,"Goodwill message by His Excellency Seyi Makinde, the Executive Governor of Oyo State, at the commemoration and send-off of the Director General of the International Institute of Tropical Agriculture (IITA), Dr Nteranya Sanginga, on Friday, November 25, 2022..txt",dr,oyo,sanginga,iita,would,people,things,thank,took,great,dr oyo  sanginga
496,"AN ADDRESS BY BOSS MUSTAPHA, SECRETARY TO THE GOVERNMENT OF THE FEDERATION AT THE NATIONAL WORKSHOP FOR DRIVING SCHOOL OPERATORS IN NIGERIA HELD AT SHEHU MUSA YAR’ADUA CENTRE, ABUJA on TUESDAY, AUGUST 7, 2018.txt",driving,government,school,national,road,operators,roads,must,corps,also,driving government  school
2957,sgf-on-frsc-driving-school-workshop-main-text.txt,driving,government,school,national,road,operators,nigeria,roads,must,corps,driving government  school
1568,"Keynote Address by Mr. Olayemi Cardoso, Governor, CBN, delivered at the Launch of the Nigerian Economic Summit Group (NESG) 2024 Macroeconomic Outlook Report..txt",economic,growth,outlook,policy,expected,global,exchange,nesg,fiscal,government,economic growth  outlook
1772,NESG CBN Governor's Keynote Speech.txt,economic,growth,outlook,policy,expected,global,inflation,exchange,bank,macroeconomic,economic growth  outlook
1748,"Mr. Olayemi Cardoso Governor, Central Bank of Nigeria Delivered at the Launch of the Nigerian Economic Summit Group (NESG) 2024 Macroeconomic Outlook Report..txt",economic,growth,outlook,policy,expected,global,exchange,nesg,fiscal,government,economic growth  outlook
744,"Being a speech by His Excellency. Bola Ahmed Tinubu, GCFR, President and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria. on the occasion of the 2024 May Day celebration, held on Wednesday, May 1, 2024, at the Eagle Square, Abuja..txt",economic,labour,workers,nation,wage,every,minimum,one,future,policies,economic labour  workers
742,"Being a speech by His Excellency, Bola Ahmed Tinubu, GCFR, President and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria. on the occasion of the 2024 May Day celebration, held on Wednesday, May 1, 2024, at the Eagle Square, Abuja..txt",economic,labour,workers,nation,wage,every,minimum,one,future,policies,economic labour  workers
745,"Being a speech by His Excellency. Bola Ahmmed Tinubu, GCFR, President and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria. on the occasion of the 2024 May Day celebration, held on Wednesday, May 1, 2024, at the Eagle Square, Abuja..txt",economic,labour,workers,nation,wage,every,minimum,one,future,policies,economic labour  workers
47, Full Text Of Atiku Abubakar's Speech At The LCCI .txt,economic,private,sector,development,infrastructure,growth,nigeria,policy,economy,government,economic private  sector
1810,Nigeria Dresses in Borrowed Robes.txt,economic,private,sector,nigeria,government,development,growth,economy,policy,infrastructure,economic private  sector
1255,Governor Obaseki’s Independence Day Speech.txt,edo,people,economic,dear,celebrate,ensuring,challenges,free,transport,service,edo people  economic
1253,Governor Godwin Obaseki’s Independence Day Speech.txt,edo,people,economic,dear,state,celebrate,independence,ensuring,challenges,free,edo people  economic
1814,Nigeria has been on edge due to the brinkmanship of those charged with the democratic leadership. Atiku Abubakar Atiku Abubakar.txt,edo,state,rule,order,nigeria,edge,due,brinkmanship,charged,democratic,edo state  rule
1815,Nigeria has been on edge due to the brinkmanship of those charged with the democratic leadership..txt,edo,state,rule,order,nigeria,edge,due,brinkmanship,charged,democratic,edo state  rule
2764,"UN Speech on Youth Education By Malala Yousafzai - July 12, 2013.txt",education,dear,thank,every,one,people,us,change,women,call,education dear  thank
2763,"UN Speech on Youth Education - July 12, 2013.txt",education,dear,thank,every,one,us,change,women,call,upon,education dear  thank
2753,Transforming Education Summit – the global moment of truth. By Amina J. Mohammed.txt,education,learning,global,across,girls,major,collective,action,financing,want,education learning  global
2752,"Transforming Education Summit – the global moment of truth. By Amina J. Mohammed, UN Deputy Secretary-General and Jutta Urpilainen, EU Commissioner for International Partnerships 17 September 2022.txt",education,learning,global,collective,across,girls,major,action,financing,want,education learning  global
116, President Buhari’s Speech at the Observance of the 19th National Productivity Merit (NPOM) Award.txt,education,national,educational,productivity,system,also,quality,government,universities,teachers,education national  educational
2061,President Buhari’s Speech at the Observance of the 19th National Productivity Merit (NPOM) Award.txt,education,national,educational,productivity,system,also,quality,government,universities,teachers,education national  educational
2337,SPEECH: Keynote Address Delivered By The Deputy Governor At The State Media Summit.txt,education,school,state,students,teachers,public,policy,government,osun,schools,education school  state
69, Keynote Address Delivered By The Deputy Governor At The State Media Summit.txt,education,school,state,students,teachers,public,government,policy,schools,osun,education school  state
94, PUBLIC TERTIARY EDUCATION: ROLES OF TERTIARY EDUCATION TRUST FUND (TETFund) AND ITS FUTURE FOR SUSTAINABLE DEVELOPMENT A paper presented by the Executive Secretary of the Tertiary Education Trust Fund (TETFund)- Arc. Sonny T. Echono at the Ahmadu Bello University Zaria September 2022.txt,education,tertiary,institutions,fund,public,research,across,academic,intervention,staff,education tertiary  institutions
1061,FUNDING PUBLIC TERTIARY EDUCATION: ROLES OF TERTIARY EDUCATION TRUST FUND (TETFund) AND ITS FUTURE FOR SUSTAINABLE DEVELOPMENT A paper presented by the Executive Secretary of the Tertiary Education Trust Fund (TETFund)- Arc. Sonny T. Echono at the Ahmadu Bello University Zaria Alumni Lecture September 2022.txt,education,tertiary,institutions,fund,public,research,across,academic,intervention,staff,education tertiary  institutions
93, PUBLIC TERTIARY EDUCATION: ROLES OF TERTIARY EDUCATION TRUST FUND (TETFund) AND ITS FUTURE FOR SUSTAINABLE DEVELOPMENT A paper presented by the Executive Secretary of the Tertiary Education Trust Fund (TETFund)- Arc. Sonny T. Echono at the Ahmadu Bello University Zaria Alumni Lecture September 2022.txt,education,tertiary,institutions,fund,public,research,across,academic,intervention,staff,education tertiary  institutions
295,"1955 NNAMDI AZIKIWE, THE UNIVERSITY OF NIGERIA SPEECH.txt",education,university,african,higher,students,must,training,make,women,eastern,education university  african
1846,Nnamdi Azikwe's Speech on the Establishment of the University of Nigeria and the Philosophy of Education in Eastern Nigeria.txt,education,university,african,higher,students,must,training,make,women,eastern,education university  african
1782,"NNAMDI AZIKIWE, THE UNIVERSITY OF NIGERIA SPEECH.txt",education,university,african,higher,students,must,training,make,women,eastern,education university  african
250,"(1955) NNAMDI AZIKIWE, “THE UNIVERSITY OF NIGERIA SPEECH”.txt",education,university,african,higher,students,must,training,make,women,professional,education university  african
1932,"Opening Remarks by H.E. Chief Olusegun Obasanjo, Former President of Nigeria and Chair of the Board of Directors, Coalition for Dialogue on Africa .txt",efforts,africa,vaccines,pandemic,healthcare,us,find,response,leadership,dialogue,efforts africa  vaccines
1930,"Opening Remarks by Former President Olusegun Obasanjo, Chair of the Board of Directors, Coalition for Dialogue on Africa.txt",efforts,africa,vaccines,pandemic,healthcare,us,find,response,leadership,dialogue,efforts africa  vaccines
1933,"Opening Remarks by H.E. Chief Olusegun Obasanjo, Former President of Nigeria and Chair of the Board of Directors, Coalition for Dialogue on Africa.txt",efforts,africa,vaccines,pandemic,healthcare,us,find,response,leadership,dialogue,efforts africa  vaccines
2151,"REMARKS BY THE CHAIRMAN, INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC), PROFESSOR MAHMOOD YAKUBU, AT THE PUBLIC HEARING ORGANISED BY THE HOUSE OF REPRESENTATIVES COMMITTEE ON ELECTORAL MATTERS, HEARING ROOM 236 (NEW BUILDING, HOUSE OF REPRESENTATIVES), NATIONAL ASSEMBLY, ABUJA, TUESDAY 23RD AUGUST 2022 .txt",electoral,commission,national,bill,committee,offences,would,like,inec,act,electoral commission  national
2152,"REMARKS BY THE CHAIRMAN, INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC), PROFESSOR MAHMOOD YAKUBU, AT THE PUBLIC HEARING ORGANISED BY THE HOUSE OF REPRESENTATIVES COMMITTEE ON ELECTORAL MATTERS, HEARING ROOM 236 (NEW BUILDING, HOUSE OF REPRESENTATIVES), NATIONAL ASSEMBLY, ABUJA, TUESDAY 23RD AUGUST 2022.txt",electoral,commission,national,bill,committee,offences,would,like,inec,act,electoral commission  national
2153,"REMARKS BY THE CHAIRMAN, INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC), PROFESSOR MAHMOOD YAKUBU, AT THE PUBLIC HEARING ORGANISED BY THE HOUSE OF REPRESENTATIVES COMMITTEE ON ELECTORAL MATTERS, HEARING ROOM 236 .txt",electoral,commission,national,bill,committee,offences,would,like,inec,act,electoral commission  national
679,Atiku’s Speech On Supreme Court Verdict Affirming Tinubu As President.txt,electoral,court,would,supreme,even,nigerians,must,election,one,democracy,electoral court  would
1139,Full speech: What Atiku said after Supreme Court judgement.txt,electoral,court,would,supreme,even,nigerians,must,election,democracy,current,electoral court  would
1275,Governor Seyi Makinde’s Press Briefing on the Bodija Incident.txt,emergency,operations,within,people,blast,search,rescue,may,centre,provide,emergency operations  within
1276,Governor Seyi Makinde’s Press Briefing on the Bodija Occurrence.txt,emergency,operations,within,blast,search,rescue,may,centre,provide,regarding,emergency operations  within
2804,"VIRTUAL KEYNOTE ADDRESS BY PROF. YEMI OSINBAJO, SAN, GCON, IMMEDIATE PAST VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE CLIMATE AFRICA WARSHA, A PIONEERING INITIATIVE DESIGNED TO ENHANCE RENEWABLE ENERGY AND CLIMATE CHANGE JOURNALISM ACROSS AFRICA ON THE 3RD OF MAY, 2024.txt",energy,climate,africa,renewable,must,world,global,green,one,power,energy climate  africa
2036,Premiere Of The Climate Africa Warsha Organised By GEAPP.txt,energy,climate,africa,renewable,must,world,global,green,one,power,energy climate  africa
710,"BOSS MUSTAPHA SECRETARY TO THE GOVERNMENT OF THE FEDERATION AT THE NIGERIAN MINING AND GEOSCIENCES SOCIETY (NMGS) AND THE NIGERIAN GEOLOGICAL SURVEY AGENCY (NGSA) DISCOURSE	SERIES	ON ‘GEOTHERMAL	ENERGY	RESOURCES	OF	NIGERIA:		AN	UNTAPPED	POTENTIAL	 FOR	SOCIO-ECONOMIC	DEVELOPMENT’ AT LADI KWALI HALL OF THE SHERATON ABUJA HOTEL, ABUJA.txt",energy,geothermal,nigeria,sources,government,resources,discourse,series,therefore,within,energy geothermal  nigeria
2974,‘GEOTHERMAL	ENERGY	RESOURCES	OF	NIGERIA:		AN	UNTAPPED	POTENTIAL	 FOR	SOCIO-ECONOMIC	DEVELOPMENT.txt,energy,geothermal,nigeria,sources,government,resources,discourse,series,therefore,within,energy geothermal  nigeria
901,Crafting an ambitious path for environmental multilateralism.txt,environmental,member,unep,states,ambassador,session,also,unea,us,important,environmental member  unep
797,Building global momentum for environmental action.txt,environmental,member,unep,states,action,work,climate,crisis,also,un,environmental member  unep
2880,What I regret most in my life are failures of kindness' by George Saunders.txt,even,know,one,good,would,regret,really,life,get,come,even know  one
1063,Failures of Kindness delivered by GEORGE SAUNDERS.txt,even,know,one,good,would,regret,really,life,us,get,even know  one
1055,FULL SPEECH: ‘Taming The Monster’ By Wole Soyinka.txt,even,society,let,agency,us,corruption,generation,one,social,walk,even society  let
2976,‘Taming The Monster’ By Wole Soyinka.txt,even,society,let,agency,us,corruption,generation,one,social,walk,even society  let
2905,Wole Soyinka Speech at The United Nations World Anti-Corruption Day in Abuja :‘Taming The Monster’.txt,even,society,let,agency,us,corruption,generation,one,social,called,even society  let
626,Addressing the Nigerian National Assembly.txt,every,many,nigerians,terrorists,war,seen,world,al,people,freedom,every many  nigerians
2634,The Address to  the Nigerian National Assembly.txt,every,many,nigerians,terrorists,war,seen,world,al,people,freedom,every many  nigerians
1877,"OPENING REMARKS BY THE GOVERNOR, CENTRAL BANK OF NIGERIA, CHIEF (DR) J.O.SANUSI, AT THE OPENING CEREMONY OF THE FIRST ANNUAL CAPITAL MARKET CONFERENCE AND DINNER HELD ATTHE SHERATON HOTEL AND TOWERS, IKEJA, 13TH-14TH.txt",exchange,capital,market,financial,rate,policy,foreign,nigerian,first,national,exchange capital  market
1876,"OPENING REMARKS BY THE GOVERNOR, CENTRAL BANK OF NIGERIA, CHIEF (DR) J.O. SANUSI, AT THE OPENING CEREMONY OF THE FIRST ANNUAL CAPITAL MARKET CONFERENCE AND DINNER HELD ATTHE SHERATON HOTEL AND TOWERS, IKEJA, 13TH – 14TH AUGUST, 2002.txt",exchange,capital,market,financial,rate,policy,foreign,nigerian,national,new,exchange capital  market
29," CENTRAL BANK OF NIGERIA KEYNOTE ADDRESS BY Mr. Olayemi Cardoso Governor, Central Bank of Nigeria Delivered at the Chartered Institute of Bankers of Nigeria (CIBN) 58th Annual Bankers’ Dinner and Grand Finale of the Institute’s 60th Anniversary. Eko Hotels & Suites, Victoria Island, Lagos, November 24, 2023..txt",exchange,monetary,policy,economic,financial,market,percent,foreign,nigeria,growth,exchange monetary  policy
283,"1 CENTRAL BANK OF NIGERIA KEYNOTE ADDRESS BY Mr. Olayemi Cardoso Governor, Central Bank of Nigeria Delivered at the Chartered Institute of Bankers of Nigeria (CIBN) 58th Annual Bankers’ Dinner and Grand Finale of the Institute’s 60th Anniversary. Eko Hotels & Suites, Victoria Island, Lagos, November 24, 2023.txt",exchange,monetary,policy,economic,financial,market,percent,foreign,nigeria,growth,exchange monetary  policy
806,"CENTRAL BANK OF NIGERIA KEYNOTE ADDRESS BY Mr. Olayemi Cardoso Governor, Central Bank of Nigeria Delivered at the Chartered Institute of Bankers of Nigeria (CIBN) 58th Annual Bankers’ Dinner and Grand Finale of the Institute’s 60th Anniversary. Eko Hotels & Suites, Victoria Island, Lagos, November 24, 2023..txt",exchange,monetary,policy,economic,financial,market,percent,foreign,nigeria,growth,exchange monetary  policy
1567,"Keynote Address by Mr. Olayemi Cardoso, Governor, CBN, delivered at the CIBN 58th Annual Bankers� Dinner.txt",exchange,monetary,policy,economic,financial,market,percent,foreign,growth,nigeria,exchange monetary  policy
1974,"PRESENTATION OF THE GOVERNOR, PROFESSOR CHUKWUMA C. SOLUDO, CFR AT THE SENATE OVER EXCHANGE RATE On TUESDAY, DECEMBER 16, 2008.txt",exchange,rate,foreign,declining,one,demand,would,much,countries,last,exchange rate  foreign
980,EXCHANGE RATE MECHANISM: THE CURRENT NIGERIAN EXPERIENCE.txt,exchange,rate,foreign,naira,regime,market,external,monetary,domestic,policy,exchange rate  foreign
1996,"PRESS BRIEFING ON THE STATE OF THE NIGERIAN ECONOMY WITH PARTICULAR REFERENCE TO EXCHANGE RATE AND RESERVE MANAGEMENT Chief (Dr.) J.O. Sanusi, Governor, Central Bank of Nigeria, Abuja. 27th August, 2002. .txt",exchange,rate,per,foreign,cent,market,external,us,first,half,exchange rate  per
1997,PRESS BRIEFING ON THE STATE OF THE NIGERIAN ECONOMY WITH PARTICULAR REFERENCE TO EXCHANGE RATE AND RESERVE MANAGEMENT Chief DR. J.O. Sanusi..txt,exchange,rate,per,foreign,cent,market,external,us,first,half,exchange rate  per
1304,Governor's Speech.txt,exchange,us,demand,rate,supply,foreign,billion,global,dollars,growth,exchange us  demand
