,Filepath,0,1,2,3,4,5,6,7,8,9
263,ASO OKE AND ADIRE.txt,adire,made,modern,yoruba,means,hand,cloth,fabric,cotton,still
264,ASUU kicks as FG unveils tertiary institutions’ governing council.txt,governing,federal,councils,council,government,university,former,universities,institutions,national
265,AT one time the Leopard was coloured like a lion.txt,leopard,like,dark,though,one,time,coloured,pursued,renowned,feared
266,ATR 3_1_ 82-92_word (1).txt,tax,rev,revenue,granger,taxation,vat,ppt,corpt,cusexc,cause
267,ATR 3_1_ 82-92_word.txt,tax,rev,revenue,granger,taxation,vat,ppt,corpt,cusexc,cause
268,AWOS.txt,awolowo,nigerian,obafemi,political,also,education,nigeria,legacy,one,contributions
269,A_Guide_To_Dental_Health.txt,dental,health,people,teeth,care,begin,good,brushing,oral,flossing
270,A_Guide_To_Discount_Contact_Lenses.txt,contact,lenses,eye,would,best,shops,available,keep,make,many
271,A_Guide_To_Hypnosis.txt,people,hypnosis,many,one,wake,however,helped,conscious,hypnotic,mind
272,A_Guide_on_Choosing_Organic_Skin_Care_Products.txt,organic,products,care,skin,usda,ingredients,product,choosing,manufacturers,word
273,A_Guide_on_Coming_Off_Birth_Control.txt,birth,control,getting,get,coming,conceive,pill,pregnant,barrier,habits
274,A_Guide_on_Sexual_Health_and_Aging.txt,sexual,sex,age,health,may,body,life,partner,feel,intimacy
275,A_Guide_on_Switching_Birth_Control_Pills.txt,pills,birth,control,new,pill,switch,switching,another,may,effects
276,A_Guide_to_Agency_Nursing_in_the_UK.txt,nurses,agencies,nhs,work,nursing,nurse,pay,uk,generally,agency
277,A_Guide_to_Men_s_Sexual_Health.txt,sexual,health,men,also,ejaculation,physical,psychological,male,risks,usually
278,A_Guide_to_Natural_Sleep_Aids.txt,sleep,sleeping,body,natural,aids,regular,valerian,light,also,foods
279,A_Healthier_Life_Through_Diabetes_Resource_and_Information_Sites.txt,diabetes,type,information,insulin,one,life,links,gestational,properly,treatment
280,A_Healthy_Approach_To_Stress.txt,stress,people,also,different,relaxation,healthy,even,feeling,feel,relieving
281,A_Healthy_Diet_to_Beat_Anxiety.txt,anxiety,one,healthy,diet,symptoms,people,signs,tension,stress,body
282,A_Heart_To_Health_Talk.txt,heart,blood,given,risk,blockage,disease,death,medical,people,diet
283,A_Lesson_From_The_Past__Press_On.txt,like,anxiety,performance,fear,matter,christian,keep,article,one,problem
284,A_Life_With_Scoliosis.txt,scoliosis,spine,back,curve,doctor,bracing,also,physical,brace,article
285,A_Little_Known_Fact_When_Quitting_Smoking_And_How_To_Stay_Quit.txt,quit,smoking,stress,find,back,ways,fact,perhaps,years,one
286,A_Little_Phobia_Knowledge_Goes_A_Long_Way.txt,people,phobia,fear,often,avoid,situation,one,even,person,trigger
287,A_Look_At_The_Generic_Viagra_Market_And_The_Generic_Cialis_Market..txt,generic,market,viagra,information,look,cialis,need,depth,want,take
288,A_Look_at_Medical_Billing_Services.txt,medical,billing,services,clients,process,insurance,claims,companies,cover,wide
289,A_Look_at_Pain_Relief_for_Fibromyalgia.txt,fibromyalgia,often,pain,patients,chronic,muscle,specific,affects,musculoskeletal,symptoms
290,A_Look_at_Snoring_Treatments.txt,snoring,uvula,dental,lower,sleep,treatments,continuous,airway,pressure,oral
291,A_Look_at_the_Thalidomide_Tragedy.txt,thalidomide,effects,side,drug,began,taking,patients,birth,one,nausea
292,A_Low_Carb_Diet_Worked_For_Me.txt,many,eating,make,want,carb,diet,hearing,carbs,cannot,little
293,A_Morphological_Analysis_of_Nigerian_Pid.txt,np,text,english,nigerian,word,language,pidgin,words,na,analysis
294,A_Moving_Experience.txt,need,first,phone,moving,maybe,want,call,good,know,used
295,A_Muscle_Building_Tip_That_May_Work_Wonders.txt,muscle,building,muscles,want,build,way,workouts,training,maybe,wrong
296,A_Need_For_Cheaper_Medicine.txt,prescription,pharmacy,online,people,internet,cheap,drugstore,medicine,local,selling
297,A_New_Affordable_Therapy_for_ADD_ADHD.txt,eeg,training,neuroliminal,new,therapy,dr,test,adhd,proved,subliminal
298,A_New_Disease_of_the_Skin.txt,disease,new,patients,skin,cases,medical,contrast,fibrosing,cause,still
299,A_comparison_of_methods_to_determine_the.txt,onset,rainfall,season,growing,may,days,date,dry,method,methods
300,A_machine_learning_model_for_predicting.txt,forecasting,image,model,neural,convolutional,data,fashion,images,network,used
301,Abduction: Senior police officers frustrated attempts to bail abducted journalist – Sowore.txt,police,bail,officers,ojukwu,media,senior,activist,general,release,abuja
302,Abeokuta.txt,abeokuta,egba,missionaries,british,ogun,lagos,palm,trade,capital,road
303,Abia State.txt,state,abia,economic,cultural,government,development,rich,also,igbo,including
304,Abiku’ by P. J Clark Analysis.txt,abiku,written,poems,block,belief,one,discuss,child,haunt,young
305,"Abiodun Hosts Ogun Lawmakers, Pledges Open- Door Policy.txt",state,governor,members,promise,ogun,proclamation,resolve,policy,regardless,party
306,"Abiodun condemns cops killing, restates call for state police.txt",state,security,people,killing,police,abia,criminal,local,southern,operatives
307,Abiodun orders manhunt for kidnappers of Ogun travellers.txt,security,state,kidnapping,said,incident,safe,ogun,manhunt,gunmen,people
308,About the Kofi Annan Commission on Food Security .txt,global,food,governance,current,kofi,annan,leaders,possible,political,system
309,Abuja barber who called Davido ‘003’ yet to receive promised N2m.txt,davido,received,would,okolie,biggest,music,third,musician,nigerian,promised
310,Abule egba.txt,abule,bustling,egba,vibrant,local,area,serves,cultural,residential,urban
311,"Academy to train 20,000 youths in data, AI skills.txt",data,kedrus,digital,academy,said,skills,young,per,cent,ai
312,Accelerating ML application development: Production-ready Airflow integrations with critical AI tools.txt,airflow,data,apache,ml,offers,easily,vector,modules,integrate,organizations
313,"Acceptance Statement by General Muhammadu Buhari, GCFR, President-Elect of the Federal Republic of Nigeria.txt",shall,state,governing,one,wish,nigerian,never,let,us,president
314,"Ace Nollywood comic actor, Mr Ibu is dead.txt",mr,ibu,nollywood,one,comic,dead,died,minutes,news,family
315,"Achebe’s There Was a Country: An outsider’s review, By Femke van Zeijl.txt",achebe,biafra,personal,people,like,one,history,book,war,would
316,Adamawa State.txt,adamawa,state,cultural,economic,challenges,including,government,development,significant,potential
317,"Address Nigerians’ sufferings, Gani Adams urges FG.txt",electricity,adams,states,power,lot,new,fuel,subsidy,removal,also
318,"Address oil pollution in N’Delta, stakeholders tell oil firms.txt",oil,health,otuabagi,community,impact,women,research,government,findings,also
319,Address on National Security Measures Against Terrorism Attack.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
320,Address on National Security Measures Against Terrorism.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
321,Address on Nigeria's Resolve Against Terrorism.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
322,Address on the Ethical and Scientific Implications of Embryonic Stem Cell Research in Nigeria.txt,stem,research,human,embryos,cells,cell,life,great,scientists,many
323,Address on the Nigeria's Resolve Against Terrorism.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
324,Address on the occasion of the 60th Anniversary of the Geneva Conventions.txt,international,must,geneva,humanitarian,war,conventions,human,crimes,rights,justice
325,Address to Nation on the Comprehensive Assault on Terrorism.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
326,Address to Nation on the Terrorist Attacks and the Unyielding Nigerian Resolve.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
327,Address to the Nation on Comprehensive Assault on Terrorism.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
328,Address to the Nation on Terrorist Attacks and the Unyielding Nigerian Resolve.txt,acts,good,freedom,business,nigerian,nigeria,evil,help,way,came
329,Address to the Nation on the Comprehensive Assault on Terrorism.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
330,Address to the Nation on the Terrorist Attack and the Unyielding Nigerian Resolve.txt,conflict,past,courage,great,together,much,nigerian,asked,national,different
331,Address to the Nation on the Terrorist Attacks and Unyielding Nigeria's Resolve.txt,acts,good,freedom,business,nigerian,nigeria,evil,help,way,came
332,Address to the Nation on the Terrorist Attacks and Unyielding Nigerian Resolve.txt,acts,good,freedom,business,nigerian,nigeria,evil,help,way,came
333,Address to the Nation on the Terrorist Attacks and the Unyielding Nigerian Resolve.txt,acts,good,freedom,business,nigerian,nigeria,evil,help,way,came
334,Address to the Nation on the Terrorist Attacks the Unyielding Nigerian Resolve.txt,acts,good,freedom,business,nigerian,nigeria,evil,help,way,came
335,Address to the Nation.txt,every,president,nigeria,vice,one,thank,work,nigerian,good,want
336,Addressing Nation on the Terrorist Attacks and the Unyielding Nigerian Resolve.txt,us,many,names,nation,prayers,god,nigerians,world,life,national
337,Addressing Nigerians To Stands Strong Against Terrorism.txt,us,tirelessly,freedom,fear,let,must,one,challenge,way,face
338,Addressing the Ethical Dilemma of Stem Cell Research.txt,stem,research,human,embryos,cells,cell,life,great,scientists,many
339,Adebayo_Osinowo.txt,osinowo,retrieved,lagos,bayo,march,june,state,east,archived,original
340,Adeniran_Ogunsanya.txt,adeniran,lagos,nigerian,nigeria,ogunsanya,party,commissioner,chairman,retrieved,january
341,Aduke and the Enchanted Forest.txt,aduke,heart,enchanted,tree,surrounded,named,place,spoke,ventured,despite
342,Aduke's Destiny in Aiyetoro Village.txt,aduke,village,ancient,set,young,woman,destiny,spirits,around,aiyetoro
343,AfDB to partner Ogun govt on special agro industrial processing zone.txt,said,cng,governor,development,state,special,president,zone,ensure,farmers
344,Afe Babalola: How ABUAD Sustained Best Nigerian University Position for Three Years.txt,university,education,number,one,babalola,nigeria,abuad,ranking,best,ranked
345,Afolabi-Brown backs Iyabo Ojo over online criticism.txt,love,woman,actress,reassurance,noble,public,actions,know,like,sending
346,Africa (South).txt,southern,africa,region,natural,cultural,rich,national,tapestry,south,zimbabwe
347,Africa(East).txt,east,africa,region,cultural,natural,vibrant,rich,stunning,including,history
348,Africa(North).txt,north,africa,region,cultural,natural,morocco,ancient,rich,vibrant,stunning
349,Africa(West).txt,west,africa,region,natural,rich,cultural,tapestry,resilience,african,history
350,African Cultural Practises and Health Implication.txt,practices,health,cultural,people,also,nigeria,african,r,one,practice
351,"African fintech startups to receive $25,000 through timbuktoo accelerator program.txt",startups,african,program,startup,founders,development,also,access,catalytic,commercial
352,African universities are failing to prepare tech graduates for jobs in AI.txt,ai,african,rest,graduates,data,told,startups,courses,south,science
353,African_Traditional_Religion_and_Nationa.txt,african,traditional,development,religion,national,human,ethical,moral,nigeria,tourism
354,"Africa’s Solutions Towards Safe and Nutritious Food For All, AGRF Summit 2021 – Nane Annan.txt",food,healthy,solutions,diets,nutritious,systems,nutrition,african,people,countries
355,Africa’s push to regulate AI starts now.txt,ai,african,countries,policy,policies,says,draft,could,national,data
356,Agriculture in Nigeria.txt,agricultural,nigeria,econom,e,produc,development,also,w,nigerian,agriculture
357,Agungi.txt,agungi,lekki,area,ranging,residents,vibrant,known,residential,proximity,attractions
358,AhistoricalreviewoftheevolutionofmusiceducationinNigeriauntiltheendofthetwentiethcentury.txt,music,nigerian,musical,education,nigeria,indigenous,african,western,nigerians,islamic
359,Air Force pledges to sustain aerial surveillance in Bauchi forests.txt,air,force,bauchi,governor,security,aerial,peace,commitment,internal,pledged
360,Ajegunle yesterday and today.txt,ajegunle,one,even,music,place,aj,popularly,called,residents,among
361,Ajegunle.txt,ajegunle,community,neighborhood,cultural,music,bustling,social,local,urban,residents
362,Ajol File Journal.txt,political,godfather,state,godfathers,people,nigerian,party,politics,nigeria,ngige
364,Akume2.txt,nigeria,islamic,muslim,islam,northern,muslims,human,law,religion,legal
365,Akume3.txt,women,economic,gender,nigeria,growth,within,national,social,report,world
366,Akwa Ibom State.txt,state,ibom,akwa,oil,economic,cultural,development,significant,rich,major
367,Al INTRODUCTION.txt,media,ai,companies,nigerian,nigeria,use,embrace,advertising,like,news
368,Alaafin Oyo (1).txt,oyo,yoruba,alaafin,traditional,new,local,lies,lagos,spiritual,town
369,Alaba.txt,market,alaba,international,economic,cultural,diverse,trade,serves,electronics,beyond
370,Alhaji Sir Abubakar Tafawa Balewa Independent speech.txt,nigeria,today,shall,us,upon,representatives,must,independence,first,great
371,Alleged $6bn fraud: EFCC opposes Agunloye’s application for overseas medical trip.txt,efcc,power,agunloye,billion,economic,financial,crimes,july,opposed,application
372,"Alleged N8bn fraud: Court fixes date for arraignment of Sirika, brother on fresh charges.txt",court,defendants,sirika,informed,former,ahmad,arraigned,fresh,charge,charges
373,Alleged money laundering: Witness reveals how N35bn was found in Mompha’s accounts.txt,first,told,court,defendant,bank,unlawful,second,written,account,prosecution
