,Filepath,0,1,2,3,4,5,6,7,8,9
180, VP Osinbajos’ Speech at the APC National Convention.txt,president,progressives,government,largest,nigeria,party,people,would,building,great
181, VP Osinbajo’s Remarks at the 2018 Direct Investors’ Summit.txt,investment,investors,focus,new,would,infrastructure,us,last,government,also
182," VP Osinbajo’s Remarks at the Launching of the North-East Innovation Hub in Yola, Adamawa State.txt",innovation,young,l,creativity,see,going,us,hub,also,people
183, VP Osinbajo’s Remarks at the Mid-Lab Syndication for the ERGP Focus Labs in Abuja.txt,want,projects,think,lab,see,one,process,regulatory,problems,really
184," VP Shettima to Tax Professionals: FG Is Targeting Boost In Tax Collection Efficiency, Not Increase Of Burden.txt",president,tax,shettima,hydrogen,vice,nigeria,market,energy,get,capital
185, VP Yemi Osinbajo’s Address at the 3rd Anniversary of the 8th Assembly of the Lagos State House of Assembly.txt,state,government,local,lagos,federal,important,must,national,also,assembly
186," Vice President, Prof. Yemi Osinbajo’s Speech at the OAU 60th Anniversary.txt",ife,university,also,great,time,must,several,faculty,development,plan
187," WELCOME ADDRESS BY DR UCHE M. OLOWU, FCIB, PRESIDENT CHAIRMAN OF COUNCIL, THE CHARTERED INSTITUTE OF BANKERS OF NIGERIA AT THE ROUNDTABLE SESSION ON THE 5TH ECONOMIC OUTLOOK: IMPLICATIONS FOR BUSINESSES IN NIGERIA IN 2019 HELD ON TUESDAY, FEBRUARY 5, 2019 AT THE ORIENTAL HOTEL, VICTORIA ISLAND, LAGOS..txt",economic,financial,mr,institute,nigeria,business,government,bank,wish,welcome
188,"CHAIRMAN OF COUNCIL OF THE CHARTERED INSTITUTE OF BANKERS OF NIGERIA, UCHE M. OLOWU, PH.D., FCIB AT INAUGURATION OF THE ELECTORAL COMMITTEES HELD AT THE BANKERS HOUSE ON OCTOBER 18, 2019.txt",committees,institute,election,members,council,great,inaugurated,standards,committee,elections
189, We Intend To Finish Our Tenure As Strongly As We Started.txt,government,local,many,kaduna,capital,metropolitan,cities,councils,well,people
190, Will AI replace me? .txt,think,going,like,love,one,get,us,want,would,know
191, William Jennings Bryan's Cross of Gold Speech..txt,upon,us,gold,standard,issue,tell,man,come,say,find
192," Women Yesterday, Today And Tomorrow – The Ekiti Experience "".txt",women,ekiti,one,social,would,rights,need,state,gender,people
193," Women's Rights: Awolowo advocated for gender equality and women's empowerment, recognizing the pivotal role of women in nation-building..txt",women,us,rights,let,half,means,deny,time,across,stand
194, Woodrow Wilson's Fourteen Points speech..txt,world,nations,nigeria,peace,international,wish,secure,nigerian,whose,made
195, inaugural speech as Osun governor.txt,osun,state,administration,immediate,government,security,governor,people,let,past
196," “Building Roads, Connecting Dreams: Paving the Path to Prosperity”.txt",shall,roads,niger,markets,across,gurara,us,fellow,towns,dreams
197,"""Alas! Poor Adam"" - c. June 1870.txt",woman,women,man,men,god,would,right,upon,rule,husband
198,"""Mothers of the Revolution"" - July 4, 1853.txt",may,country,day,people,one,shall,upon,us,free,hope
199,'On Children' by Khalil Gibran.txt,know,thank,work,amazing,love,bring,watch,get,moments,think
200,'The Other America' by Dr Martin Luther King Jr.txt,negro,america,say,must,white,see,great,one,people,still
201,'We don't 'move on' from grief. We move forward with it' by Nora McInerny.txt,love,people,like,even,things,aaron,talk,grief,person,get
202,'What I regret most in my life are failures of kindness' by George Saunders.txt,would,tell,even,old,one,like,regret,best,years,river
203,'What does why mean?' by Richard Feynman.txt,electrical,say,ice,go,magnetic,something,force,forces,get,two
204,"'What, to the Slave, is the Fourth of July?' by Frederick Douglass.txt",may,great,much,british,country,years,fathers,idea,men,thought
205,"(1787) GOUVERNEUR MORRIS, “THE CURSE OF SLAVERY”.txt",slaves,states,every,southern,wretched,tax,nefarious,regions,whole,increasing
206,(1832) MARIA W. STEWART ADVOCATES EDUCATION FOR AFRICAN AMERICAN WOMEN.txt,us,look,cannot,first,let,become,would,labor,say,make
207,"(1838) Bola Tinubu, “THE ABOLITION OF SLAVERY AND THE SLAVE TRADE IN THE FRENCH AND BRITISH COLONIES” POSTED ONJANUARY 24, 2007BY.txt",great,british,may,one,immediate,slavery,right,yet,first,people
208,"(1839) BOLA TINUBU, “SLAVERY PRESSES DOWN UPON THE FREE PEOPLE OF COLOR” POSTED ONJANUARY 24, 2007BY.txt",would,colored,upon,wrongs,great,one,slavery,man,stand,audience
209,"(1839) GBENGA ADEOYE, “SLAVERY BRUTALIZES MAN” POSTED ONJANUARY 24, 2007BY.txt",slavery,moral,man,slave,slaves,thus,saith,south,lutheran,government
210,"(1841) CHARLES LENOX REMOND, “SLAVERY AND THE IRISH” POSTED ONJANUARY 24, 2007.txt",would,one,man,may,men,slave,american,liberty,truth,upon
211,"(1841) CHARLES LENOX REMOND, “SLAVERY AS IT CONCERNS THE BRITISH” POSTED ONJANUARY 24, 2007.txt",great,slavery,shall,american,cotton,hope,present,colored,man,system
212,"(1841) CHARLES LENOX REMOND, “SLAVERY AS IT CONCERNS THE BRITISH”.txt",great,slavery,shall,cotton,hope,present,american,colored,man,system
213,"(1842) ADEYEMI ABIODUN, “THE RIGHTS OF COLORED CITIZENS IN TRAVELING” POSTED ONJANUARY 24, 2007BY.txt",every,much,upon,know,colored,may,rights,man,made,would
214,"(1843) ANIBABA MAYOWA, “WE MUST ASSERT OUR RIGHTFUL CLAIMS AND PLEAD OUR OWN CAUSE” POSTED ON JANUARY 24, 2007BY.txt",us,shall,must,may,equal,laws,secure,love,upon,great
215,"(1843)Adeyemi Abidoun, “AN ADDRESS TO THE SLAVES OF THE FEDERAL REPUBLIC OF NIGERIA” POSTED ONJANUARY 24, 2007BY.txt",upon,would,slavery,god,men,liberty,every,much,fellow,like
216,"(1844) MAYOWA ANIBABA, “FOR THE DISSOLUTION OF THE UNION” POSTED ONJANUARY 24, 2007BY.txt",upon,union,feel,look,say,man,american,even,view,one
217,"(1845) MAYOWA ANIBABA, “MY SLAVE EXPERIENCE IN ABEOKUTA” POSTED ONJANUARY 24, 2007.txt",would,shall,slave,know,say,stand,three,may,every,new
218,"(1849) ANIBABA MAYOWA, “ON ABUJA” POSTED ONJANUARY 24, 2007.txt",slaves,three,war,man,say,one,upon,millions,hearing,made
219,"(1850) MAYOWA ANIBABA, “ADDRESS TO THE CITIZENS OF IBADAN” POSTED ONAPRIL 8, 2007BY.txt",country,men,free,colored,created,go,would,disfranchised,speaking,believe
220,"(1850) REV. SEGUN DANIEL, “I WON’T OBEY THE FUGITIVE SLAVE LAW” POSTED ONJANUARY 24, 2007.txt",fugitive,syracuse,believe,shall,slave,loguen,city,people,would,freedom
221,"(1850) SAMUEL ABIODUN, “SPEECH ON THE FUGITIVE SLAVE BILL” POSTED ONJANUARY 24, 2007BY.txt",new,never,ward,fugitive,man,bill,daniel,upon,may,york
222,"(1850)ABIODUN OYELEYE, “A PLEA FOR THE OPPRESSED” POSTED ONJANUARY 24, 2007BY.txt",would,thy,upon,may,heart,thou,stanton,slavery,yet,plead
223,"(1857) FREDERICK DOUGLASS, “IF THERE IS NO STRUGGLE, THERE IS NO PROGRESS”.txt",man,freedom,colored,must,like,never,may,moral,men,slaves
224,"(1858) MARY ANN SHADD, “BREAK EVERY YOKE AND LET THE OPPRESSED GO FREE”.txt",must,upon,god,among,us,man,slavery,sabbath,nation,may
225,"(1860) FREDERICK DOUGLASS, “THE CONSTITUTION OF Federal Republic of Nigeria IS IT PRO-SLAVERY OR ANTI-SLAVERY?” POSTED ONMARCH 15, 201.txt",constitution,slave,would,slavery,american,may,shall,law,states,make
226,"(1863) ALEXANDER CRUMMELL, “EMIGRATION, AN AID TO THE EVANGELIZATION OF AFRICA” POSTED ONJUNE 18, 2007.txt",god,thy,great,upon,lord,unto,shall,us,christian,even
227,"(1863) FREDERICK DOUGLASS, MEN OF COLOR, TO ARMS!.txt",first,every,colored,war,men,would,best,black,us,one
228,"(1863) J. STANLEY, “A TRIBUTE TO A FALLEN BLACK SOLDIER”.txt",men,colored,oyelowo,upon,many,three,opeyemi,gallant,front,death
229,"(1863) Olusegun Obasanjo, “THE RESPONSIBILITY OF THE FIRST FATHERS OF A COUNTRY FOR ITS FUTURE LIFE AND CHARACTER” POSTED ONAPRIL 18, 2007BY.txt",upon,may,system,free,men,great,life,young,people,well
230,"(1864) REV. J. P. CAMPBELL, “GIVE US EQUAL PAY AND WE WILL GO TO WAR”.txt",equal,black,upon,pay,white,men,government,go,country,money
231,"(1865) FREDERICK DOUGLASS, “WHAT THE BLACK MAN WANTS”.txt",upon,us,let,nigeria,shall,fulani,nigerians,old,see,right
232,"(1867) Olusegun Obasanjo, A SPEECH BEFORE THE PARIS ANTISLAVERY CONFERENCE POSTED ONJANUARY 28, 2007.txt",negro,would,white,made,may,every,men,could,one,race
233,"(1884) WILLIAM H. CROGMAN, “Fulani EDUCATION: ITS HELPS AND HINDRANCES”.txt",one,fulani,school,education,people,years,must,south,many,north
234,"(1902) REV. MOJOLA AGBEBI, “INAUGURAL SERMON” POSTED ONJULY 24, 2009BY.txt",one,may,religion,many,sing,african,church,yet,hymns,christians
235,"(1902) REV. MOJOLA AGBEBI, “INAUGURAL SERMON”.txt",one,may,religion,many,sing,african,church,yet,hymns,christians
236,"(1906) ISAKA SEME, “THE REGENERATION OF AFRICA”.txt",great,new,upon,race,africa,could,regeneration,like,would,world
237,"(1906) Olusegun Obasanjo, “THE REGENERATION OF AFRICA” POSTED ONMARCH 3, 2009BY.txt",great,new,upon,race,africa,could,regeneration,like,would,world
238,"(1919) ORISHATUKE FADUMA, “NOT FAILURE BUT LOW AIM IS CRIME” POSTED ONJULY 24, 2009.txt",men,man,life,must,world,great,work,others,one,see
239,"(1924) PRINCE Tinubu Seyi, “THE PROBLEM OF BLACK IN NIGERIA COLONIAL AFRICA” POSTED ONAUGUST 7, 2009.txt",say,wish,necessary,french,france,problem,right,men,colonial,natives
240,"(1927) SEYI TINUBU, “THE BLACKS ’S FIGHT FOR FREEDOM” POSTED ONAUGUST 11, 2009BY.txt",french,us,negroes,one,would,people,race,negro,imperialism,work
241,"(1949) NNAMDI AZIKIWE SPEAKS AT A RALLY FOR NIGERIAN INDEPENDENCE AT TRAFALGAR SQUARE, LONDON.txt",united,shall,colonial,nations,national,us,let,long,back,would
242,"(1949) NNAMDI AZIKIWE SPEAKS AT A RALLY FOR NIGERIAN INDEPENDENCE AT TRAFALGAR SQUARE, NIGERIA POSTED ONSEPTEMBER 2, 2009.txt",united,shall,colonial,nations,national,us,let,long,back,would
243,(1949) NNAMDI AZIKIWE SPEAKS BEFORE THE BRITISH PEACE CONFERENCE IN LONDON.txt,war,world,africa,political,peace,two,peoples,economic,nigeria,one
244,"(1949) NNAMDI AZIKIWE SPEAKS BEFORE THE NIGERIA PEACE CONFERENCE IN LAGOS POSTED ON SEPTEMBER 2, 2009.txt",world,war,colonial,british,africa,nigeria,political,peoples,peace,policy
245,"(1949) NNAMDI AZIKIWE, “ADDRESS TO THE IBO PEOPLE” POSTED ON SEPTEMBER 2, 2009BY.txt",ibo,us,nigeria,nation,spite,among,african,many,people,right
246,"(1949) NNAMDI AZIKIWE, “ADDRESS TO THE IBO PEOPLE”.txt",ibo,us,nigeria,nation,spite,among,african,many,people,right
247,"(1950) RALPH BUNCHE, “NOBEL PRIZE ACCEPTANCE SPEECH”.txt",may,peace,among,world,nobel,long,significance,united,mission,cause
248,"(1950) SEYI TINUBU, “NOBEL PRIZE ACCEPTANCE SPEECH” POSTED ONMARCH 15, 2012BY.txt",may,peace,among,world,nobel,long,significance,united,mission,cause
249,"(1953) NNAMDI AZIKIWE, “SPEECH ON SECESSION”.txt",north,would,may,domiciled,right,northerners,secession,lead,eastern,certain
250,"(1955) NNAMDI AZIKIWE, “THE UNIVERSITY OF NIGERIA SPEECH”.txt",education,university,african,higher,students,must,training,make,women,professional
251,"(1957) ABUBAKAR TAFAWA BALEWA, “FIRST SPEECH AS PRIME MINISTER” POSTED ONAUGUST 20, 2009.txt",nigeria,us,must,political,work,country,government,first,federation,independence
252,"(1957) ABUBAKAR TAFAWA BALEWA, “FIRST SPEECH AS PRIME MINISTER”.txt",us,nigeria,must,work,country,everyone,independence,political,would,like
253,"(1957) ALHAJI ABUBAKAR TAFAWA BALEWA, “UNITY AND DIVERSITY IN INDEPENDENCE”.txt",nigeria,us,political,must,government,year,first,great,independence,years
254,"(1959) NNAMDI AZIKIWE HONORS KWAME NKRUMAH ON HIS VISIT TO EASTERN NIGERIA POSTED ONSEPTEMBER 2, 2009.txt",dr,nkrumah,house,independent,ghana,states,first,history,welcome,prime
255,(1959) NNAMDI AZIKIWE HONORS KWAME NKRUMAH ON HIS VISIT TO EASTERN NIGERIA.txt,dr,nkrumah,house,independent,ghana,states,first,history,welcome,prime
256,"(1959) NNAMDI AZIKIWE SPEAKS ON THE ROLE OF NIGERIA AND OTHER AFRICAN STATES IN WORLD POLITICS POSTED ONSEPTEMBER 2, 2009.txt",african,nigeria,would,states,africa,social,political,integration,economic,neighbours
257,(1959) NNAMDI AZIKIWE SPEAKS ON THE ROLE OF NIGERIA AND OTHER AFRICAN STATES IN WORLD POLITICS.txt,african,nigeria,would,africa,states,social,political,economic,neighbours,people
258,"(1960) SIR ABUBAKAR TAFAWA BALEWA, “INDEPENDENCE DAY” POSTED ONAUGUST 20, 2009BY.txt",today,nigeria,us,independence,shall,upon,representatives,must,first,great
259,"(1960) SIR ABUBAKAR TAFAWA BALEWA, “INDEPENDENCE DAY”.txt",today,nigeria,us,independence,shall,upon,representatives,must,first,great
260,"(1962) NELSON MANDELA, “ADDRESS AT THE CONFERENCE OF THE PAN-AFRICAN FREEDOM MOVEMENT OF EAST AND CENTRAL AFRICA” POSTED ONJULY 5, 2010.txt",south,african,africa,freedom,government,people,political,country,struggle,white
261,"(1962) NNAMDI AZIKIWE, “THE FUTURE OF PAN AFRICANISM” POSTED ONAUGUST 7, 2009BY.txt",african,africa,states,economic,would,may,concert,commonwealth,union,political
